id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
7.000,4.000,1.000,3.000,0.737,1.000,10.000,4.000,0.749,0.496,0.264,0.440
7.000,4.000,2.000,3.000,1.601,0.000,10.000,4.000,0.599,0.525,0.298,0.340
7.000,4.000,3.000,2.000,2.745,1.000,20.000,4.000,0.651,0.467,0.388,0.328
7.000,4.000,4.000,3.000,3.961,0.000,20.000,4.000,0.573,0.598,0.299,0.276
7.000,4.000,5.000,1.000,5.713,0.000,20.000,4.000,0.567,0.602,0.320,0.338
7.000,4.000,6.000,4.000,7.161,0.000,20.000,4.000,0.606,0.437,0.338,0.295
7.000,4.000,7.000,4.000,8.529,0.000,20.000,4.000,0.481,0.471,0.522,0.289
7.000,4.000,8.000,2.000,9.593,1.000,30.000,4.000,0.466,0.512,0.677,0.338
7.000,4.000,9.000,1.000,10.641,0.000,30.000,4.000,0.405,0.538,0.720,0.332
7.000,4.000,10.000,3.000,11.913,1.000,40.000,4.000,0.472,0.578,0.583,0.344
7.000,4.000,11.000,1.000,14.001,0.000,40.000,4.000,0.368,0.576,0.631,0.379
7.000,4.000,12.000,4.000,15.745,0.000,40.000,4.000,0.440,0.690,0.561,0.393
7.000,4.000,13.000,1.000,17.073,0.000,40.000,4.000,0.520,0.719,0.615,0.353
7.000,4.000,14.000,1.000,18.049,0.000,40.000,4.000,0.391,0.709,0.623,0.427
7.000,4.000,15.000,1.000,18.873,0.000,40.000,4.000,0.400,0.601,0.438,0.512
7.000,4.000,16.000,4.000,20.401,0.000,40.000,4.000,0.406,0.399,0.446,0.510
7.000,4.000,17.000,4.000,21.713,0.000,40.000,4.000,0.419,0.426,0.383,0.538
7.000,4.000,18.000,4.000,23.200,1.000,50.000,4.000,0.345,0.405,0.417,0.469
7.000,4.000,19.000,4.000,23.952,1.000,60.000,4.000,0.360,0.375,0.388,0.499
7.000,4.000,20.000,3.000,25.152,1.000,70.000,4.000,0.305,0.321,0.484,0.510
7.000,4.000,21.000,2.000,26.312,0.000,70.000,4.000,0.310,0.417,0.562,0.530
7.000,4.000,22.000,1.000,27.048,0.000,70.000,4.000,0.339,0.354,0.522,0.487
7.000,4.000,23.000,4.000,27.768,0.000,70.000,4.000,0.330,0.545,0.577,0.493
7.000,4.000,24.000,4.000,28.456,1.000,80.000,4.000,0.380,0.586,0.467,0.585
7.000,4.000,25.000,4.000,29.136,1.000,90.000,4.000,0.418,0.726,0.344,0.624
7.000,4.000,26.000,4.000,30.416,1.000,100.000,4.000,0.410,0.694,0.365,0.672
7.000,4.000,27.000,4.000,31.168,1.000,110.000,4.000,0.321,0.651,0.403,0.581
7.000,4.000,28.000,4.000,32.496,0.000,110.000,4.000,0.352,0.616,0.444,0.656
7.000,4.000,29.000,2.000,33.632,0.000,110.000,4.000,0.281,0.711,0.326,0.555
7.000,4.000,30.000,4.000,34.808,0.000,110.000,4.000,0.315,0.614,0.291,0.586
7.000,4.000,31.000,2.000,35.896,1.000,120.000,4.000,0.405,0.419,0.361,0.606
7.000,4.000,32.000,2.000,36.864,0.000,120.000,4.000,0.434,0.515,0.316,0.574
7.000,4.000,33.000,3.000,37.536,0.000,120.000,4.000,0.364,0.541,0.311,0.596
7.000,4.000,34.000,1.000,38.920,0.000,120.000,4.000,0.486,0.692,0.286,0.559
7.000,4.000,35.000,4.000,40.304,1.000,130.000,4.000,0.499,0.635,0.364,0.628
7.000,4.000,36.000,4.000,40.968,1.000,140.000,4.000,0.545,0.613,0.354,0.643
7.000,4.000,37.000,4.000,42.248,1.000,150.000,4.000,0.566,0.609,0.337,0.685
7.000,4.000,38.000,4.000,43.280,1.000,160.000,4.000,0.638,0.642,0.313,0.728
7.000,4.000,39.000,4.000,44.432,1.000,170.000,4.000,0.701,0.693,0.293,0.701
7.000,4.000,40.000,4.000,45.568,1.000,180.000,4.000,0.696,0.586,0.319,0.685
7.000,4.000,41.000,4.000,46.664,0.000,180.000,4.000,0.689,0.645,0.305,0.564
7.000,4.000,42.000,4.000,47.832,0.000,180.000,4.000,0.646,0.572,0.444,0.450
7.000,4.000,43.000,2.000,49.488,1.000,190.000,4.000,0.699,0.582,0.433,0.457
7.000,4.000,44.000,1.000,50.752,0.000,190.000,4.000,0.663,0.600,0.475,0.409
7.000,4.000,45.000,1.000,52.072,0.000,190.000,4.000,0.574,0.504,0.568,0.444
7.000,4.000,46.000,3.000,53.216,1.000,200.000,4.000,0.512,0.609,0.457,0.272
7.000,4.000,47.000,3.000,54.312,1.000,210.000,4.000,0.575,0.666,0.548,0.256
7.000,4.000,48.000,3.000,55.352,0.000,210.000,4.000,0.636,0.535,0.664,0.261
7.000,4.000,49.000,3.000,56.080,1.000,220.000,4.000,0.704,0.521,0.739,0.315
7.000,4.000,50.000,3.000,56.792,1.000,230.000,4.000,0.655,0.517,0.739,0.361
7.000,4.000,51.000,3.000,57.944,1.000,240.000,4.000,0.655,0.574,0.726,0.449
7.000,4.000,52.000,3.000,58.911,1.000,250.000,4.000,0.607,0.467,0.668,0.466
7.000,4.000,53.000,3.000,59.911,1.000,260.000,4.000,0.703,0.584,0.682,0.457
7.000,4.000,54.000,3.000,60.855,1.000,270.000,4.000,0.651,0.606,0.570,0.403
7.000,4.000,55.000,3.000,61.647,1.000,280.000,4.000,0.627,0.572,0.573,0.448
7.000,4.000,56.000,3.000,62.479,0.000,280.000,4.000,0.579,0.617,0.485,0.546
7.000,4.000,57.000,3.000,63.391,0.000,280.000,4.000,0.590,0.611,0.474,0.422
7.000,4.000,58.000,2.000,64.399,1.000,290.000,4.000,0.565,0.602,0.442,0.410
7.000,4.000,59.000,2.000,65.455,1.000,300.000,4.000,0.554,0.494,0.428,0.407
7.000,4.000,60.000,2.000,66.647,0.000,300.000,4.000,0.593,0.464,0.341,0.475
7.000,4.000,61.000,2.000,67.703,1.000,310.000,4.000,0.591,0.523,0.295,0.500
7.000,4.000,62.000,2.000,68.543,0.000,310.000,4.000,0.692,0.568,0.252,0.628
7.000,4.000,63.000,2.000,70.167,0.000,310.000,4.000,0.730,0.592,0.367,0.671
7.000,4.000,64.000,1.000,71.119,1.000,320.000,4.000,0.646,0.471,0.282,0.669
7.000,4.000,65.000,1.000,71.783,1.000,330.000,4.000,0.559,0.576,0.471,0.640
7.000,4.000,66.000,3.000,72.551,1.000,340.000,4.000,0.523,0.596,0.399,0.648
7.000,4.000,67.000,4.000,73.415,1.000,350.000,4.000,0.622,0.590,0.563,0.520
7.000,4.000,68.000,3.000,74.359,1.000,360.000,4.000,0.592,0.540,0.521,0.555
7.000,4.000,69.000,2.000,75.207,0.000,360.000,4.000,0.673,0.509,0.577,0.615
7.000,4.000,70.000,1.000,75.855,0.000,360.000,4.000,0.563,0.512,0.608,0.747
7.000,4.000,71.000,3.000,76.743,1.000,370.000,4.000,0.594,0.546,0.681,0.694
7.000,4.000,72.000,3.000,77.479,1.000,380.000,4.000,0.394,0.538,0.569,0.572
7.000,4.000,73.000,2.000,78.183,1.000,390.000,4.000,0.501,0.601,0.376,0.673
7.000,4.000,74.000,3.000,79.319,0.000,390.000,4.000,0.605,0.575,0.410,0.690
7.000,4.000,75.000,2.000,80.151,1.000,400.000,4.000,0.540,0.689,0.401,0.631
7.000,4.000,76.000,2.000,81.143,0.000,400.000,4.000,0.555,0.630,0.453,0.652
7.000,4.000,77.000,1.000,82.319,1.000,410.000,4.000,0.519,0.636,0.494,0.594
7.000,4.000,78.000,4.000,83.159,1.000,420.000,4.000,0.636,0.466,0.552,0.546
7.000,4.000,79.000,4.000,84.167,1.000,430.000,4.000,0.437,0.563,0.498,0.626
7.000,4.000,80.000,4.000,85.191,1.000,440.000,4.000,0.429,0.534,0.331,0.516
7.000,4.000,81.000,4.000,85.911,1.000,450.000,4.000,0.433,0.636,0.388,0.590
7.000,4.000,82.000,4.000,86.623,0.000,450.000,4.000,0.450,0.658,0.371,0.594
7.000,4.000,83.000,4.000,87.391,0.000,450.000,4.000,0.484,0.550,0.529,0.562
7.000,4.000,84.000,3.000,88.127,1.000,460.000,4.000,0.469,0.607,0.517,0.423
7.000,4.000,85.000,3.000,88.927,0.000,460.000,4.000,0.517,0.529,0.612,0.396
7.000,4.000,86.000,2.000,89.687,1.000,470.000,4.000,0.546,0.504,0.582,0.385
7.000,4.000,87.000,1.000,90.783,0.000,470.000,4.000,0.514,0.428,0.667,0.311
7.000,4.000,88.000,2.000,91.767,0.000,470.000,4.000,0.583,0.314,0.645,0.314
7.000,4.000,89.000,3.000,92.703,0.000,470.000,4.000,0.457,0.314,0.589,0.335
7.000,4.000,90.000,4.000,93.431,0.000,470.000,4.000,0.437,0.319,0.526,0.278
7.000,4.000,91.000,2.000,94.087,0.000,470.000,4.000,0.376,0.343,0.514,0.328
7.000,4.000,92.000,1.000,95.879,0.000,470.000,4.000,0.291,0.255,0.638,0.457
7.000,4.000,93.000,2.000,97.391,0.000,470.000,4.000,0.334,0.280,0.679,0.349
7.000,4.000,94.000,2.000,98.934,0.000,470.000,4.000,0.466,0.406,0.671,0.335
7.000,4.000,95.000,1.000,99.622,0.000,470.000,4.000,0.543,0.415,0.705,0.354
7.000,4.000,96.000,2.000,101.022,0.000,470.000,4.000,0.488,0.315,0.706,0.500
7.000,4.000,97.000,3.000,102.022,1.000,480.000,4.000,0.522,0.339,0.681,0.433
7.000,4.000,98.000,3.000,103.366,0.000,480.000,4.000,0.478,0.358,0.689,0.390
7.000,4.000,99.000,2.000,104.174,0.000,480.000,4.000,0.398,0.452,0.723,0.344
7.000,4.000,100.000,3.000,104.910,1.000,490.000,4.000,0.394,0.354,0.652,0.305
7.000,4.000,101.000,1.000,106.150,1.000,500.000,4.000,0.438,0.338,0.592,0.369
7.000,4.000,102.000,3.000,106.838,0.000,500.000,4.000,0.517,0.508,0.568,0.352
7.000,4.000,103.000,2.000,108.118,0.000,500.000,4.000,0.351,0.399,0.655,0.273
7.000,4.000,104.000,4.000,108.814,0.000,500.000,4.000,0.275,0.570,0.747,0.358
7.000,4.000,105.000,2.000,109.494,0.000,500.000,4.000,0.317,0.551,0.667,0.409
7.000,4.000,106.000,2.000,110.790,0.000,500.000,4.000,0.441,0.546,0.594,0.400
7.000,4.000,107.000,1.000,112.070,0.000,500.000,4.000,0.431,0.511,0.635,0.330
7.000,4.000,108.000,1.000,112.958,0.000,500.000,4.000,0.397,0.594,0.653,0.390
7.000,4.000,109.000,4.000,114.182,0.000,500.000,4.000,0.372,0.601,0.725,0.405
7.000,4.000,110.000,2.000,115.262,1.000,510.000,4.000,0.430,0.593,0.735,0.445
7.000,4.000,111.000,4.000,115.982,1.000,520.000,4.000,0.426,0.509,0.622,0.552
7.000,4.000,112.000,4.000,117.118,1.000,530.000,4.000,0.366,0.536,0.664,0.504
7.000,4.000,113.000,4.000,117.886,0.000,530.000,4.000,0.508,0.555,0.632,0.579
7.000,4.000,114.000,3.000,119.046,1.000,540.000,4.000,0.482,0.438,0.697,0.483
7.000,4.000,115.000,4.000,120.246,0.000,540.000,4.000,0.506,0.337,0.720,0.327
7.000,4.000,116.000,1.000,120.902,0.000,540.000,4.000,0.520,0.430,0.689,0.350
7.000,4.000,117.000,3.000,121.622,1.000,550.000,4.000,0.503,0.415,0.618,0.271
7.000,4.000,118.000,3.000,122.326,0.000,550.000,4.000,0.620,0.368,0.509,0.353
7.000,4.000,119.000,3.000,123.790,0.000,550.000,4.000,0.618,0.334,0.428,0.326
7.000,4.000,120.000,1.000,125.174,1.000,560.000,4.000,0.729,0.297,0.438,0.369
7.000,4.000,121.000,3.000,126.406,0.000,560.000,4.000,0.748,0.324,0.391,0.331
7.000,4.000,122.000,1.000,127.158,1.000,570.000,4.000,0.746,0.390,0.319,0.446
7.000,4.000,123.000,3.000,128.590,0.000,570.000,4.000,0.619,0.406,0.252,0.430
7.000,4.000,124.000,1.000,129.838,1.000,580.000,4.000,0.565,0.376,0.308,0.474
7.000,4.000,125.000,2.000,130.742,0.000,580.000,4.000,0.548,0.372,0.380,0.563
7.000,4.000,126.000,3.000,131.446,0.000,580.000,4.000,0.572,0.369,0.393,0.596
7.000,4.000,127.000,1.000,132.374,1.000,590.000,4.000,0.657,0.366,0.521,0.512
7.000,4.000,128.000,4.000,133.766,1.000,600.000,4.000,0.482,0.317,0.465,0.431
7.000,4.000,129.000,4.000,134.533,0.000,600.000,4.000,0.534,0.346,0.427,0.426
7.000,4.000,130.000,2.000,135.653,1.000,610.000,4.000,0.574,0.337,0.402,0.457
7.000,4.000,131.000,2.000,136.397,1.000,620.000,4.000,0.527,0.347,0.435,0.436
7.000,4.000,132.000,3.000,137.589,1.000,630.000,4.000,0.492,0.403,0.382,0.442
7.000,4.000,133.000,2.000,138.701,1.000,640.000,4.000,0.457,0.443,0.402,0.602
7.000,4.000,134.000,2.000,139.373,0.000,640.000,4.000,0.535,0.473,0.382,0.587
7.000,4.000,135.000,4.000,140.557,1.000,650.000,4.000,0.507,0.406,0.387,0.546
7.000,4.000,136.000,4.000,141.653,0.000,650.000,4.000,0.456,0.390,0.442,0.664
7.000,4.000,137.000,3.000,142.773,1.000,660.000,4.000,0.406,0.375,0.506,0.636
7.000,4.000,138.000,2.000,143.797,0.000,660.000,4.000,0.489,0.502,0.487,0.647
7.000,4.000,139.000,4.000,144.461,1.000,670.000,4.000,0.508,0.602,0.377,0.729
7.000,4.000,140.000,4.000,145.525,1.000,680.000,4.000,0.491,0.630,0.405,0.702
7.000,4.000,141.000,4.000,146.277,1.000,690.000,4.000,0.307,0.513,0.392,0.702
7.000,4.000,142.000,3.000,147.485,0.000,690.000,4.000,0.380,0.557,0.495,0.570
7.000,4.000,143.000,2.000,148.357,1.000,700.000,4.000,0.338,0.582,0.674,0.425
7.000,4.000,144.000,2.000,149.493,1.000,710.000,4.000,0.315,0.525,0.553,0.451
7.000,4.000,145.000,1.000,150.629,0.000,710.000,4.000,0.417,0.472,0.554,0.333
7.000,4.000,146.000,3.000,151.829,0.000,710.000,4.000,0.434,0.414,0.417,0.393
7.000,4.000,147.000,4.000,152.709,1.000,720.000,4.000,0.386,0.331,0.426,0.288
7.000,4.000,148.000,4.000,153.453,0.000,720.000,4.000,0.307,0.337,0.337,0.372
7.000,4.000,149.000,3.000,154.317,0.000,720.000,4.000,0.377,0.439,0.263,0.393
7.000,4.000,150.000,2.000,155.701,1.000,730.000,4.000,0.432,0.366,0.332,0.435
7.000,4.000,151.000,2.000,156.821,0.000,730.000,4.000,0.477,0.334,0.272,0.338
7.000,4.000,152.000,2.000,157.509,1.000,740.000,4.000,0.594,0.389,0.396,0.393
7.000,4.000,153.000,2.000,158.493,1.000,750.000,4.000,0.587,0.364,0.271,0.575
7.000,4.000,154.000,2.000,160.293,1.000,760.000,4.000,0.509,0.364,0.271,0.578
7.000,4.000,155.000,3.000,160.997,0.000,760.000,4.000,0.525,0.389,0.329,0.604
7.000,4.000,156.000,1.000,162.189,1.000,770.000,4.000,0.468,0.522,0.327,0.596
7.000,4.000,157.000,1.000,163.253,0.000,770.000,4.000,0.439,0.531,0.296,0.499
7.000,4.000,158.000,3.000,163.981,1.000,780.000,4.000,0.576,0.525,0.360,0.444
7.000,4.000,159.000,1.000,164.933,0.000,780.000,4.000,0.598,0.545,0.264,0.476
7.000,4.000,160.000,3.000,165.605,0.000,780.000,4.000,0.563,0.492,0.256,0.504
7.000,4.000,161.000,4.000,166.365,1.000,790.000,4.000,0.623,0.569,0.329,0.665
7.000,4.000,162.000,1.000,167.613,0.000,790.000,4.000,0.563,0.636,0.337,0.579
7.000,4.000,163.000,4.000,168.541,1.000,800.000,4.000,0.462,0.410,0.488,0.525
7.000,4.000,164.000,3.000,169.469,0.000,800.000,4.000,0.525,0.474,0.541,0.531
7.000,4.000,165.000,1.000,170.685,1.000,810.000,4.000,0.557,0.592,0.576,0.566
7.000,4.000,166.000,4.000,171.429,1.000,820.000,4.000,0.597,0.612,0.453,0.619
7.000,4.000,167.000,1.000,172.260,0.000,820.000,4.000,0.578,0.627,0.366,0.620
7.000,4.000,168.000,2.000,173.596,0.000,820.000,4.000,0.666,0.684,0.496,0.660
7.000,4.000,169.000,4.000,174.972,0.000,820.000,4.000,0.717,0.709,0.425,0.739
7.000,4.000,170.000,3.000,176.236,1.000,830.000,4.000,0.631,0.551,0.466,0.698
7.000,4.000,171.000,3.000,177.380,1.000,840.000,4.000,0.616,0.585,0.372,0.711
7.000,4.000,172.000,3.000,178.140,0.000,840.000,4.000,0.669,0.634,0.406,0.594
7.000,4.000,173.000,1.000,178.852,0.000,840.000,4.000,0.681,0.604,0.412,0.621
7.000,4.000,174.000,3.000,180.164,1.000,850.000,4.000,0.594,0.668,0.398,0.627
7.000,4.000,175.000,2.000,181.060,0.000,850.000,4.000,0.646,0.546,0.374,0.590
7.000,4.000,176.000,3.000,182.228,1.000,860.000,4.000,0.668,0.536,0.448,0.690
7.000,4.000,177.000,4.000,183.332,1.000,870.000,4.000,0.584,0.600,0.476,0.654
7.000,4.000,178.000,3.000,184.452,1.000,880.000,4.000,0.547,0.669,0.328,0.709
7.000,4.000,179.000,3.000,185.372,0.000,880.000,4.000,0.713,0.649,0.383,0.645
7.000,4.000,180.000,1.000,186.308,1.000,890.000,4.000,0.659,0.726,0.283,0.670
7.000,4.000,181.000,3.000,187.012,0.000,890.000,4.000,0.599,0.715,0.321,0.639
7.000,4.000,182.000,3.000,187.724,0.000,890.000,4.000,0.533,0.616,0.404,0.671
