id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
3.000,3.000,1.000,3.000,0.245,1.000,10.000,4.000,0.630,0.614,0.622,0.606
3.000,3.000,2.000,3.000,1.037,1.000,20.000,4.000,0.664,0.633,0.660,0.527
3.000,3.000,3.000,3.000,1.827,1.000,30.000,4.000,0.718,0.648,0.667,0.474
3.000,3.000,4.000,3.000,2.636,0.000,30.000,4.000,0.718,0.572,0.662,0.511
3.000,3.000,5.000,2.000,3.495,0.000,30.000,4.000,0.530,0.421,0.538,0.521
3.000,3.000,6.000,4.000,4.275,1.000,40.000,4.000,0.550,0.427,0.671,0.491
3.000,3.000,7.000,4.000,5.086,1.000,50.000,4.000,0.620,0.367,0.664,0.436
3.000,3.000,8.000,4.000,5.878,1.000,60.000,4.000,0.604,0.514,0.725,0.380
3.000,3.000,9.000,4.000,6.610,1.000,70.000,4.000,0.460,0.484,0.682,0.541
3.000,3.000,10.000,4.000,7.352,1.000,80.000,4.000,0.429,0.451,0.671,0.477
3.000,3.000,11.000,4.000,8.128,1.000,90.000,4.000,0.424,0.464,0.646,0.489
3.000,3.000,12.000,4.000,8.930,1.000,100.000,4.000,0.468,0.454,0.637,0.551
3.000,3.000,13.000,4.000,9.687,0.000,100.000,4.000,0.529,0.362,0.624,0.499
3.000,3.000,14.000,3.000,10.489,0.000,100.000,4.000,0.560,0.252,0.541,0.442
3.000,3.000,15.000,4.000,11.246,1.000,110.000,4.000,0.531,0.254,0.471,0.516
3.000,3.000,16.000,4.000,12.077,1.000,120.000,4.000,0.508,0.259,0.523,0.511
3.000,3.000,17.000,4.000,12.859,1.000,130.000,4.000,0.451,0.390,0.554,0.399
3.000,3.000,18.000,4.000,13.641,0.000,130.000,4.000,0.355,0.451,0.551,0.406
3.000,3.000,19.000,2.000,14.378,1.000,140.000,4.000,0.426,0.548,0.517,0.430
3.000,3.000,20.000,2.000,15.174,0.000,140.000,4.000,0.565,0.457,0.602,0.321
3.000,3.000,21.000,1.000,16.056,1.000,150.000,4.000,0.596,0.417,0.476,0.422
3.000,3.000,22.000,1.000,16.883,1.000,160.000,4.000,0.628,0.416,0.354,0.542
3.000,3.000,23.000,1.000,17.680,1.000,170.000,4.000,0.621,0.537,0.544,0.558
3.000,3.000,24.000,1.000,18.497,1.000,180.000,4.000,0.580,0.594,0.593,0.617
3.000,3.000,25.000,1.000,19.299,0.000,180.000,4.000,0.691,0.600,0.675,0.612
3.000,3.000,26.000,2.000,20.030,0.000,180.000,4.000,0.612,0.609,0.652,0.743
3.000,3.000,27.000,1.000,20.787,1.000,190.000,4.000,0.446,0.479,0.561,0.666
3.000,3.000,28.000,1.000,21.579,0.000,190.000,4.000,0.466,0.486,0.639,0.636
3.000,3.000,29.000,3.000,22.331,0.000,190.000,4.000,0.513,0.362,0.624,0.671
3.000,3.000,30.000,4.000,23.103,1.000,200.000,4.000,0.566,0.444,0.720,0.701
3.000,3.000,31.000,4.000,23.989,1.000,210.000,4.000,0.590,0.345,0.689,0.727
3.000,3.000,32.000,4.000,24.781,1.000,220.000,4.000,0.678,0.338,0.593,0.744
3.000,3.000,33.000,4.000,25.573,0.000,220.000,4.000,0.670,0.345,0.672,0.706
3.000,3.000,34.000,3.000,26.340,1.000,230.000,4.000,0.723,0.461,0.652,0.509
3.000,3.000,35.000,3.000,27.112,1.000,240.000,4.000,0.714,0.408,0.612,0.470
