id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s
6.000,2.000,1.000,1.000,1.285,1.000,10.000,2.000,0.619,0.660
6.000,2.000,2.000,1.000,2.117,0.000,10.000,2.000,0.635,0.613
6.000,2.000,3.000,2.000,3.077,1.000,20.000,2.000,0.673,0.744
6.000,2.000,4.000,1.000,4.525,1.000,30.000,2.000,0.562,0.713
6.000,2.000,5.000,1.000,5.269,0.000,30.000,2.000,0.557,0.669
6.000,2.000,6.000,2.000,6.045,1.000,40.000,2.000,0.567,0.690
6.000,2.000,7.000,2.000,6.773,1.000,50.000,2.000,0.635,0.610
6.000,2.000,8.000,2.000,7.517,1.000,60.000,2.000,0.748,0.608
6.000,2.000,9.000,2.000,8.197,0.000,60.000,2.000,0.722,0.635
6.000,2.000,10.000,1.000,9.053,1.000,70.000,2.000,0.701,0.565
6.000,2.000,11.000,1.000,9.821,1.000,80.000,2.000,0.748,0.592
6.000,2.000,12.000,1.000,10.629,0.000,80.000,2.000,0.703,0.655
6.000,2.000,13.000,2.000,11.413,1.000,90.000,2.000,0.531,0.576
6.000,2.000,14.000,2.000,12.317,1.000,100.000,2.000,0.480,0.538
6.000,2.000,15.000,2.000,13.117,1.000,110.000,2.000,0.509,0.462
6.000,2.000,16.000,2.000,13.957,0.000,110.000,2.000,0.492,0.563
6.000,2.000,17.000,1.000,14.901,0.000,110.000,2.000,0.400,0.567
6.000,2.000,18.000,1.000,15.973,1.000,120.000,2.000,0.514,0.675
6.000,2.000,19.000,1.000,16.813,1.000,130.000,2.000,0.431,0.665
6.000,2.000,20.000,1.000,17.581,1.000,140.000,2.000,0.479,0.736
6.000,2.000,21.000,1.000,18.293,0.000,140.000,2.000,0.571,0.620
6.000,2.000,22.000,2.000,19.037,1.000,150.000,2.000,0.669,0.723
6.000,2.000,23.000,2.000,19.797,1.000,160.000,2.000,0.595,0.670
6.000,2.000,24.000,2.000,20.517,1.000,170.000,2.000,0.542,0.589
6.000,2.000,25.000,2.000,21.309,0.000,170.000,2.000,0.558,0.514
