id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
3.000,2.000,1.000,1.000,1.083,0.000,0.000,4.000,0.684,0.578,0.720,0.687
3.000,2.000,2.000,4.000,1.890,0.000,0.000,4.000,0.711,0.580,0.587,0.571
3.000,2.000,3.000,2.000,2.757,1.000,10.000,4.000,0.730,0.581,0.688,0.579
3.000,2.000,4.000,2.000,3.574,0.000,10.000,4.000,0.720,0.571,0.641,0.719
3.000,2.000,5.000,3.000,4.291,0.000,10.000,4.000,0.556,0.645,0.677,0.698
3.000,2.000,6.000,4.000,5.102,1.000,20.000,4.000,0.543,0.543,0.741,0.685
3.000,2.000,7.000,1.000,5.929,0.000,20.000,4.000,0.615,0.540,0.659,0.714
3.000,2.000,8.000,4.000,6.842,0.000,20.000,4.000,0.566,0.451,0.640,0.662
3.000,2.000,9.000,2.000,7.679,1.000,30.000,4.000,0.464,0.397,0.734,0.612
3.000,2.000,10.000,3.000,8.541,1.000,40.000,4.000,0.435,0.428,0.717,0.695
3.000,2.000,11.000,1.000,9.303,1.000,50.000,4.000,0.514,0.309,0.669,0.625
3.000,2.000,12.000,2.000,10.075,0.000,50.000,4.000,0.603,0.332,0.565,0.510
3.000,2.000,13.000,3.000,10.887,1.000,60.000,4.000,0.644,0.276,0.503,0.579
3.000,2.000,14.000,1.000,11.804,0.000,60.000,4.000,0.491,0.264,0.488,0.620
3.000,2.000,15.000,4.000,12.618,0.000,60.000,4.000,0.592,0.342,0.439,0.559
3.000,2.000,16.000,1.000,13.468,1.000,70.000,4.000,0.566,0.332,0.352,0.631
3.000,2.000,17.000,2.000,14.320,0.000,70.000,4.000,0.637,0.431,0.492,0.662
3.000,2.000,18.000,1.000,15.142,0.000,70.000,4.000,0.715,0.292,0.526,0.651
3.000,2.000,19.000,3.000,15.914,0.000,70.000,4.000,0.630,0.350,0.627,0.622
3.000,2.000,20.000,4.000,16.826,0.000,70.000,4.000,0.615,0.445,0.681,0.525
3.000,2.000,21.000,1.000,17.668,0.000,70.000,4.000,0.748,0.383,0.736,0.557
3.000,2.000,22.000,2.000,18.525,0.000,70.000,4.000,0.720,0.467,0.728,0.691
3.000,2.000,23.000,3.000,19.387,1.000,80.000,4.000,0.651,0.445,0.673,0.720
3.000,2.000,24.000,1.000,20.239,1.000,90.000,4.000,0.718,0.554,0.699,0.735
3.000,2.000,25.000,1.000,21.111,0.000,90.000,4.000,0.738,0.490,0.586,0.618
3.000,2.000,26.000,3.000,21.903,1.000,100.000,4.000,0.628,0.532,0.571,0.611
3.000,2.000,27.000,3.000,22.692,1.000,110.000,4.000,0.717,0.500,0.711,0.672
3.000,2.000,28.000,4.000,23.544,1.000,120.000,4.000,0.668,0.477,0.626,0.689
3.000,2.000,29.000,3.000,24.401,0.000,120.000,4.000,0.609,0.560,0.645,0.571
3.000,2.000,30.000,2.000,25.148,1.000,130.000,4.000,0.560,0.598,0.549,0.547
3.000,2.000,31.000,1.000,25.929,1.000,140.000,4.000,0.502,0.675,0.516,0.542
3.000,2.000,32.000,4.000,26.746,1.000,150.000,4.000,0.479,0.654,0.580,0.575
3.000,2.000,33.000,4.000,27.538,0.000,150.000,4.000,0.624,0.610,0.701,0.515
3.000,2.000,34.000,2.000,28.305,1.000,160.000,4.000,0.593,0.669,0.578,0.620
3.000,2.000,35.000,2.000,29.212,1.000,170.000,4.000,0.512,0.583,0.630,0.725
3.000,2.000,36.000,2.000,30.049,0.000,170.000,4.000,0.494,0.524,0.583,0.720
3.000,2.000,37.000,1.000,30.811,1.000,180.000,4.000,0.509,0.651,0.578,0.736
3.000,2.000,38.000,1.000,31.633,1.000,190.000,4.000,0.508,0.629,0.629,0.660
