id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
6.000,2.000,1.000,1.000,3.186,1.000,10.000,4.000,0.684,0.578,0.720,0.687
6.000,2.000,2.000,1.000,4.058,0.000,10.000,4.000,0.711,0.580,0.587,0.571
6.000,2.000,3.000,2.000,4.906,0.000,10.000,4.000,0.730,0.581,0.688,0.579
6.000,2.000,4.000,2.000,5.522,1.000,20.000,4.000,0.720,0.571,0.641,0.719
6.000,2.000,5.000,2.000,6.138,0.000,20.000,4.000,0.556,0.645,0.677,0.698
6.000,2.000,6.000,2.000,6.778,1.000,30.000,4.000,0.543,0.543,0.741,0.685
6.000,2.000,7.000,2.000,7.370,1.000,40.000,4.000,0.615,0.540,0.659,0.714
6.000,2.000,8.000,2.000,8.018,1.000,50.000,4.000,0.566,0.451,0.640,0.662
6.000,2.000,9.000,2.000,8.649,0.000,50.000,4.000,0.464,0.397,0.734,0.612
6.000,2.000,10.000,2.000,9.265,1.000,60.000,4.000,0.435,0.428,0.717,0.695
6.000,2.000,11.000,2.000,9.905,0.000,60.000,4.000,0.514,0.309,0.669,0.625
6.000,2.000,12.000,2.000,10.505,0.000,60.000,4.000,0.603,0.332,0.565,0.510
6.000,2.000,13.000,2.000,11.129,0.000,60.000,4.000,0.644,0.276,0.503,0.579
6.000,2.000,14.000,3.000,11.681,1.000,70.000,4.000,0.491,0.264,0.488,0.620
6.000,2.000,15.000,3.000,12.425,1.000,80.000,4.000,0.592,0.342,0.439,0.559
6.000,2.000,16.000,3.000,13.033,0.000,80.000,4.000,0.566,0.332,0.352,0.631
6.000,2.000,17.000,3.000,13.617,0.000,80.000,4.000,0.637,0.431,0.492,0.662
6.000,2.000,18.000,4.000,14.713,1.000,90.000,4.000,0.715,0.292,0.526,0.651
6.000,2.000,19.000,4.000,15.337,1.000,100.000,4.000,0.630,0.350,0.627,0.622
6.000,2.000,20.000,4.000,15.937,1.000,110.000,4.000,0.615,0.445,0.681,0.525
6.000,2.000,21.000,4.000,16.585,0.000,110.000,4.000,0.748,0.383,0.736,0.557
6.000,2.000,22.000,4.000,17.697,1.000,120.000,4.000,0.720,0.467,0.728,0.691
6.000,2.000,23.000,4.000,18.425,1.000,130.000,4.000,0.651,0.445,0.673,0.720
6.000,2.000,24.000,4.000,19.097,1.000,140.000,4.000,0.718,0.554,0.699,0.735
6.000,2.000,25.000,4.000,19.681,0.000,140.000,4.000,0.738,0.490,0.586,0.618
6.000,2.000,26.000,4.000,20.289,1.000,150.000,4.000,0.628,0.532,0.571,0.611
6.000,2.000,27.000,4.000,20.921,1.000,160.000,4.000,0.717,0.500,0.711,0.672
6.000,2.000,28.000,4.000,21.577,1.000,170.000,4.000,0.668,0.477,0.626,0.689
