id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s
3.000,2.000,1.000,1.000,0.367,0.000,0.000,2.000,0.619,0.660
3.000,2.000,2.000,1.000,1.265,0.000,0.000,2.000,0.635,0.613
3.000,2.000,3.000,2.000,2.102,1.000,10.000,2.000,0.673,0.744
3.000,2.000,4.000,2.000,2.944,1.000,20.000,2.000,0.562,0.713
3.000,2.000,5.000,2.000,3.841,0.000,20.000,2.000,0.557,0.669
3.000,2.000,6.000,1.000,4.728,1.000,30.000,2.000,0.567,0.690
3.000,2.000,7.000,2.000,5.565,0.000,30.000,2.000,0.635,0.610
3.000,2.000,8.000,1.000,6.432,0.000,30.000,2.000,0.748,0.608
3.000,2.000,9.000,2.000,7.299,1.000,40.000,2.000,0.722,0.635
3.000,2.000,10.000,2.000,8.106,1.000,50.000,2.000,0.701,0.565
3.000,2.000,11.000,2.000,8.994,1.000,60.000,2.000,0.748,0.592
3.000,2.000,12.000,2.000,9.826,1.000,70.000,2.000,0.703,0.655
3.000,2.000,13.000,2.000,10.598,1.000,80.000,2.000,0.531,0.576
3.000,2.000,14.000,2.000,11.445,0.000,80.000,2.000,0.480,0.538
3.000,2.000,15.000,2.000,12.342,0.000,80.000,2.000,0.509,0.462
3.000,2.000,16.000,1.000,13.194,1.000,90.000,2.000,0.492,0.563
3.000,2.000,17.000,1.000,13.986,0.000,90.000,2.000,0.400,0.567
3.000,2.000,18.000,2.000,14.793,0.000,90.000,2.000,0.514,0.675
3.000,2.000,19.000,2.000,15.555,0.000,90.000,2.000,0.431,0.665
3.000,2.000,20.000,2.000,16.367,1.000,100.000,2.000,0.479,0.736
3.000,2.000,21.000,2.000,17.169,0.000,100.000,2.000,0.571,0.620
3.000,2.000,22.000,1.000,17.926,0.000,100.000,2.000,0.669,0.723
3.000,2.000,23.000,2.000,18.679,1.000,110.000,2.000,0.595,0.670
3.000,2.000,24.000,2.000,19.450,1.000,120.000,2.000,0.542,0.589
3.000,2.000,25.000,2.000,20.277,0.000,120.000,2.000,0.558,0.514
3.000,2.000,26.000,2.000,21.014,1.000,130.000,2.000,0.540,0.436
3.000,2.000,27.000,2.000,21.806,0.000,130.000,2.000,0.676,0.446
3.000,2.000,28.000,1.000,22.583,1.000,140.000,2.000,0.676,0.492
3.000,2.000,29.000,1.000,23.420,0.000,140.000,2.000,0.682,0.325
3.000,2.000,30.000,2.000,24.242,1.000,150.000,2.000,0.583,0.335
3.000,2.000,31.000,2.000,25.074,1.000,160.000,2.000,0.514,0.262
3.000,2.000,32.000,2.000,25.846,1.000,170.000,2.000,0.601,0.413
3.000,2.000,33.000,2.000,26.668,0.000,170.000,2.000,0.495,0.376
3.000,2.000,34.000,2.000,27.525,1.000,180.000,2.000,0.529,0.412
3.000,2.000,35.000,2.000,28.307,1.000,190.000,2.000,0.647,0.549
3.000,2.000,36.000,2.000,29.139,0.000,190.000,2.000,0.600,0.613
3.000,2.000,37.000,1.000,29.921,1.000,200.000,2.000,0.690,0.602
3.000,2.000,38.000,1.000,30.733,1.000,210.000,2.000,0.668,0.660
3.000,2.000,39.000,1.000,31.565,1.000,220.000,2.000,0.686,0.557
3.000,2.000,40.000,1.000,32.427,0.000,220.000,2.000,0.581,0.617
3.000,2.000,41.000,1.000,33.255,1.000,230.000,2.000,0.592,0.701
3.000,2.000,42.000,1.000,34.071,1.000,240.000,2.000,0.586,0.677
3.000,2.000,43.000,1.000,34.893,1.000,250.000,2.000,0.577,0.709
3.000,2.000,44.000,1.000,35.706,0.000,250.000,2.000,0.540,0.634
3.000,2.000,45.000,1.000,36.487,0.000,250.000,2.000,0.523,0.631
3.000,2.000,46.000,2.000,37.405,1.000,260.000,2.000,0.409,0.742
3.000,2.000,47.000,2.000,38.207,1.000,270.000,2.000,0.529,0.711
3.000,2.000,48.000,2.000,39.014,0.000,270.000,2.000,0.576,0.746
3.000,2.000,49.000,1.000,39.836,1.000,280.000,2.000,0.718,0.666
3.000,2.000,50.000,1.000,40.718,0.000,280.000,2.000,0.642,0.652
3.000,2.000,51.000,1.000,41.646,1.000,290.000,2.000,0.730,0.747
3.000,2.000,52.000,1.000,42.518,1.000,300.000,2.000,0.700,0.582
3.000,2.000,53.000,1.000,43.350,0.000,300.000,2.000,0.629,0.512
3.000,2.000,54.000,2.000,44.202,1.000,310.000,2.000,0.523,0.582
3.000,2.000,55.000,2.000,45.124,0.000,310.000,2.000,0.494,0.612
3.000,2.000,56.000,2.000,46.016,1.000,320.000,2.000,0.631,0.641
3.000,2.000,57.000,2.000,46.879,1.000,330.000,2.000,0.655,0.728
3.000,2.000,58.000,2.000,47.691,1.000,340.000,2.000,0.655,0.687
3.000,2.000,59.000,2.000,48.543,1.000,350.000,2.000,0.615,0.584
3.000,2.000,60.000,2.000,49.380,1.000,360.000,2.000,0.749,0.544
3.000,2.000,61.000,2.000,50.188,0.000,360.000,2.000,0.703,0.341
3.000,2.000,62.000,1.000,50.864,0.000,360.000,2.000,0.701,0.364
3.000,2.000,63.000,2.000,51.756,0.000,360.000,2.000,0.728,0.412
3.000,2.000,64.000,1.000,52.538,1.000,370.000,2.000,0.748,0.493
3.000,2.000,65.000,2.000,53.395,0.000,370.000,2.000,0.674,0.493
3.000,2.000,66.000,2.000,54.145,1.000,380.000,2.000,0.663,0.567
3.000,2.000,67.000,2.000,54.884,1.000,390.000,2.000,0.742,0.681
3.000,2.000,68.000,1.000,55.671,1.000,400.000,2.000,0.726,0.635
3.000,2.000,69.000,2.000,56.418,0.000,400.000,2.000,0.665,0.502
3.000,2.000,70.000,1.000,57.180,0.000,400.000,2.000,0.684,0.508
3.000,2.000,71.000,2.000,57.952,1.000,410.000,2.000,0.613,0.558
3.000,2.000,72.000,2.000,58.769,0.000,410.000,2.000,0.464,0.613
3.000,2.000,73.000,2.000,59.571,0.000,410.000,2.000,0.409,0.609
3.000,2.000,74.000,2.000,60.373,1.000,420.000,2.000,0.380,0.581
3.000,2.000,75.000,2.000,61.220,0.000,420.000,2.000,0.422,0.575
3.000,2.000,76.000,1.000,62.012,1.000,430.000,2.000,0.557,0.509
3.000,2.000,77.000,1.000,62.874,0.000,430.000,2.000,0.563,0.557
3.000,2.000,78.000,2.000,63.621,1.000,440.000,2.000,0.543,0.655
3.000,2.000,79.000,2.000,64.423,1.000,450.000,2.000,0.631,0.686
3.000,2.000,80.000,2.000,65.260,1.000,460.000,2.000,0.629,0.647
3.000,2.000,81.000,1.000,66.112,1.000,470.000,2.000,0.631,0.654
3.000,2.000,82.000,2.000,66.899,0.000,470.000,2.000,0.592,0.661
3.000,2.000,83.000,1.000,67.726,1.000,480.000,2.000,0.681,0.607
3.000,2.000,84.000,1.000,68.553,1.000,490.000,2.000,0.732,0.471
3.000,2.000,85.000,1.000,69.346,0.000,490.000,2.000,0.677,0.482
3.000,2.000,86.000,2.000,70.123,1.000,500.000,2.000,0.662,0.533
3.000,2.000,87.000,2.000,70.869,0.000,500.000,2.000,0.578,0.505
3.000,2.000,88.000,1.000,71.651,0.000,500.000,2.000,0.417,0.328
3.000,2.000,89.000,2.000,72.589,0.000,500.000,2.000,0.302,0.374
3.000,2.000,90.000,2.000,73.396,0.000,500.000,2.000,0.375,0.315
3.000,2.000,91.000,1.000,74.288,1.000,510.000,2.000,0.490,0.312
3.000,2.000,92.000,1.000,75.165,0.000,510.000,2.000,0.502,0.322
3.000,2.000,93.000,1.000,76.013,0.000,510.000,2.000,0.507,0.260
3.000,2.000,94.000,2.000,76.875,1.000,520.000,2.000,0.504,0.284
3.000,2.000,95.000,2.000,77.718,0.000,520.000,2.000,0.563,0.278
3.000,2.000,96.000,1.000,78.589,0.000,520.000,2.000,0.411,0.314
3.000,2.000,97.000,2.000,79.431,0.000,520.000,2.000,0.479,0.271
3.000,2.000,98.000,2.000,80.233,0.000,520.000,2.000,0.579,0.308
3.000,2.000,99.000,1.000,81.061,1.000,530.000,2.000,0.622,0.490
3.000,2.000,100.000,1.000,81.852,1.000,540.000,2.000,0.513,0.465
3.000,2.000,101.000,1.000,82.644,1.000,550.000,2.000,0.499,0.382
3.000,2.000,102.000,1.000,83.476,1.000,560.000,2.000,0.393,0.480
3.000,2.000,103.000,1.000,84.268,1.000,570.000,2.000,0.518,0.439
