id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
3.000,4.000,1.000,4.000,0.779,1.000,10.000,4.000,0.749,0.496,0.264,0.440
3.000,4.000,2.000,4.000,1.531,0.000,10.000,4.000,0.599,0.525,0.298,0.340
3.000,4.000,3.000,3.000,2.338,1.000,20.000,4.000,0.651,0.467,0.388,0.328
3.000,4.000,4.000,3.000,3.075,1.000,30.000,4.000,0.573,0.598,0.299,0.276
3.000,4.000,5.000,3.000,3.826,1.000,40.000,4.000,0.567,0.602,0.320,0.338
3.000,4.000,6.000,3.000,4.548,0.000,40.000,4.000,0.606,0.437,0.338,0.295
3.000,4.000,7.000,2.000,5.305,0.000,40.000,4.000,0.481,0.471,0.522,0.289
3.000,4.000,8.000,3.000,6.072,1.000,50.000,4.000,0.466,0.512,0.677,0.338
3.000,4.000,9.000,3.000,6.858,0.000,50.000,4.000,0.405,0.538,0.720,0.332
3.000,4.000,10.000,1.000,7.580,1.000,60.000,4.000,0.472,0.578,0.583,0.344
3.000,4.000,11.000,1.000,8.377,1.000,70.000,4.000,0.368,0.576,0.631,0.379
3.000,4.000,12.000,1.000,9.245,0.000,70.000,4.000,0.440,0.690,0.561,0.393
3.000,4.000,13.000,4.000,10.141,0.000,70.000,4.000,0.520,0.719,0.615,0.353
3.000,4.000,14.000,3.000,10.958,1.000,80.000,4.000,0.391,0.709,0.623,0.427
3.000,4.000,15.000,3.000,11.760,0.000,80.000,4.000,0.400,0.601,0.438,0.512
3.000,4.000,16.000,4.000,12.601,1.000,90.000,4.000,0.406,0.399,0.446,0.510
3.000,4.000,17.000,4.000,13.393,0.000,90.000,4.000,0.419,0.426,0.383,0.538
3.000,4.000,18.000,2.000,14.225,1.000,100.000,4.000,0.345,0.405,0.417,0.469
3.000,4.000,19.000,2.000,15.067,0.000,100.000,4.000,0.360,0.375,0.388,0.499
3.000,4.000,20.000,1.000,15.819,0.000,100.000,4.000,0.305,0.321,0.484,0.510
3.000,4.000,21.000,3.000,16.596,0.000,100.000,4.000,0.310,0.417,0.562,0.530
