id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
6.000,1.000,1.000,1.000,3.175,1.000,10.000,4.000,0.619,0.660,0.675,0.434
6.000,1.000,2.000,1.000,3.935,0.000,10.000,4.000,0.424,0.720,0.706,0.338
6.000,1.000,3.000,1.000,4.631,1.000,20.000,4.000,0.431,0.635,0.722,0.449
6.000,1.000,4.000,1.000,5.447,1.000,30.000,4.000,0.468,0.745,0.633,0.575
6.000,1.000,5.000,1.000,6.175,1.000,40.000,4.000,0.526,0.716,0.668,0.561
6.000,1.000,6.000,1.000,6.839,0.000,40.000,4.000,0.486,0.654,0.704,0.635
6.000,1.000,7.000,1.000,7.503,1.000,50.000,4.000,0.479,0.540,0.694,0.671
6.000,1.000,8.000,1.000,8.263,1.000,60.000,4.000,0.541,0.450,0.569,0.703
6.000,1.000,9.000,1.000,8.871,1.000,70.000,4.000,0.506,0.542,0.497,0.739
6.000,1.000,10.000,1.000,9.535,1.000,80.000,4.000,0.536,0.562,0.504,0.721
6.000,1.000,11.000,1.000,10.207,1.000,90.000,4.000,0.514,0.655,0.531,0.722
6.000,1.000,12.000,1.000,10.855,1.000,100.000,4.000,0.539,0.593,0.495,0.695
6.000,1.000,13.000,1.000,11.607,1.000,110.000,4.000,0.411,0.685,0.519,0.743
6.000,1.000,14.000,1.000,12.271,0.000,110.000,4.000,0.445,0.579,0.447,0.695
6.000,1.000,15.000,1.000,13.111,0.000,110.000,4.000,0.396,0.572,0.426,0.605
6.000,1.000,16.000,1.000,13.679,0.000,110.000,4.000,0.259,0.552,0.413,0.566
6.000,1.000,17.000,1.000,14.511,0.000,110.000,4.000,0.296,0.472,0.283,0.600
6.000,1.000,18.000,2.000,15.207,1.000,120.000,4.000,0.272,0.566,0.287,0.665
6.000,1.000,19.000,2.000,15.903,0.000,120.000,4.000,0.303,0.501,0.344,0.708
6.000,1.000,20.000,2.000,16.543,0.000,120.000,4.000,0.260,0.363,0.288,0.730
6.000,1.000,21.000,2.000,17.215,1.000,130.000,4.000,0.256,0.419,0.310,0.650
6.000,1.000,22.000,2.000,17.911,1.000,140.000,4.000,0.268,0.414,0.347,0.623
6.000,1.000,23.000,2.000,18.639,1.000,150.000,4.000,0.435,0.377,0.322,0.588
6.000,1.000,24.000,2.000,19.271,1.000,160.000,4.000,0.428,0.482,0.277,0.555
6.000,1.000,25.000,2.000,19.935,1.000,170.000,4.000,0.510,0.396,0.331,0.554
6.000,1.000,26.000,2.000,20.631,0.000,170.000,4.000,0.524,0.347,0.316,0.674
6.000,1.000,27.000,2.000,21.447,1.000,180.000,4.000,0.554,0.476,0.386,0.710
6.000,1.000,28.000,2.000,22.199,1.000,190.000,4.000,0.305,0.519,0.325,0.650
6.000,1.000,29.000,2.000,22.943,0.000,190.000,4.000,0.387,0.646,0.265,0.636
6.000,1.000,30.000,2.000,23.775,1.000,200.000,4.000,0.391,0.434,0.353,0.673
6.000,1.000,31.000,2.000,24.918,0.000,200.000,4.000,0.389,0.400,0.337,0.675
6.000,1.000,32.000,2.000,25.606,1.000,210.000,4.000,0.315,0.575,0.427,0.563
6.000,1.000,33.000,2.000,26.326,1.000,220.000,4.000,0.322,0.603,0.510,0.469
6.000,1.000,34.000,2.000,27.054,1.000,230.000,4.000,0.321,0.643,0.452,0.382
6.000,1.000,35.000,2.000,27.710,0.000,230.000,4.000,0.260,0.654,0.526,0.325
6.000,1.000,36.000,2.000,28.678,1.000,240.000,4.000,0.322,0.510,0.493,0.250
6.000,1.000,37.000,2.000,29.350,0.000,240.000,4.000,0.400,0.460,0.531,0.274
6.000,1.000,38.000,2.000,29.998,1.000,250.000,4.000,0.382,0.448,0.645,0.299
6.000,1.000,39.000,2.000,30.766,0.000,250.000,4.000,0.433,0.538,0.556,0.396
6.000,1.000,40.000,2.000,31.406,0.000,250.000,4.000,0.378,0.526,0.488,0.491
6.000,1.000,41.000,2.000,32.318,0.000,250.000,4.000,0.343,0.561,0.422,0.508
6.000,1.000,42.000,3.000,32.942,1.000,260.000,4.000,0.298,0.485,0.444,0.658
6.000,1.000,43.000,3.000,33.742,1.000,270.000,4.000,0.407,0.571,0.422,0.594
6.000,1.000,44.000,3.000,34.510,0.000,270.000,4.000,0.267,0.361,0.425,0.487
6.000,1.000,45.000,3.000,35.190,0.000,270.000,4.000,0.284,0.275,0.324,0.502
6.000,1.000,46.000,3.000,35.830,0.000,270.000,4.000,0.316,0.287,0.399,0.543
6.000,1.000,47.000,4.000,36.622,0.000,270.000,4.000,0.326,0.348,0.361,0.526
6.000,1.000,48.000,4.000,37.430,1.000,280.000,4.000,0.497,0.381,0.415,0.559
6.000,1.000,49.000,4.000,38.190,1.000,290.000,4.000,0.474,0.368,0.393,0.498
6.000,1.000,50.000,4.000,38.862,0.000,290.000,4.000,0.504,0.371,0.429,0.556
6.000,1.000,51.000,4.000,39.542,1.000,300.000,4.000,0.499,0.374,0.609,0.594
6.000,1.000,52.000,4.000,40.302,0.000,300.000,4.000,0.500,0.477,0.587,0.556
6.000,1.000,53.000,4.000,40.990,0.000,300.000,4.000,0.266,0.444,0.519,0.564
6.000,1.000,54.000,4.000,41.750,1.000,310.000,4.000,0.251,0.641,0.489,0.456
6.000,1.000,55.000,4.000,42.486,0.000,310.000,4.000,0.322,0.740,0.518,0.463
6.000,1.000,56.000,4.000,43.142,1.000,320.000,4.000,0.428,0.524,0.547,0.395
6.000,1.000,57.000,4.000,43.854,1.000,330.000,4.000,0.383,0.624,0.658,0.461
6.000,1.000,58.000,4.000,44.526,0.000,330.000,4.000,0.377,0.650,0.608,0.556
6.000,1.000,59.000,4.000,45.174,0.000,330.000,4.000,0.517,0.692,0.685,0.559
6.000,1.000,60.000,3.000,45.966,1.000,340.000,4.000,0.563,0.512,0.718,0.631
