id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s
13.000,2.000,1.000,1.000,0.671,0.000,0.000,2.000,0.619,0.660
13.000,2.000,2.000,2.000,1.380,0.000,0.000,2.000,0.635,0.613
13.000,2.000,3.000,1.000,2.179,1.000,10.000,2.000,0.673,0.744
13.000,2.000,4.000,1.000,3.011,0.000,10.000,2.000,0.562,0.713
13.000,2.000,5.000,1.000,3.773,0.000,10.000,2.000,0.557,0.669
13.000,2.000,6.000,2.000,4.530,1.000,20.000,2.000,0.567,0.690
13.000,2.000,7.000,2.000,5.367,0.000,20.000,2.000,0.635,0.610
13.000,2.000,8.000,2.000,6.054,0.000,20.000,2.000,0.748,0.608
13.000,2.000,9.000,1.000,6.680,1.000,30.000,2.000,0.722,0.635
13.000,2.000,10.000,1.000,7.322,1.000,40.000,2.000,0.701,0.565
13.000,2.000,11.000,1.000,8.059,1.000,50.000,2.000,0.748,0.592
13.000,2.000,12.000,1.000,8.781,1.000,60.000,2.000,0.703,0.655
13.000,2.000,13.000,1.000,9.473,1.000,70.000,2.000,0.531,0.576
13.000,2.000,14.000,1.000,10.233,0.000,70.000,2.000,0.480,0.538
13.000,2.000,15.000,2.000,11.187,0.000,70.000,2.000,0.509,0.462
13.000,2.000,16.000,1.000,11.979,1.000,80.000,2.000,0.492,0.563
13.000,2.000,17.000,1.000,12.807,0.000,80.000,2.000,0.400,0.567
13.000,2.000,18.000,1.000,13.676,0.000,80.000,2.000,0.514,0.675
13.000,2.000,19.000,2.000,14.411,0.000,80.000,2.000,0.431,0.665
13.000,2.000,20.000,1.000,15.105,0.000,80.000,2.000,0.479,0.736
13.000,2.000,21.000,1.000,19.103,0.000,80.000,2.000,0.571,0.620
13.000,2.000,22.000,2.000,19.943,0.000,80.000,2.000,0.669,0.723
13.000,2.000,23.000,1.000,20.736,1.000,90.000,2.000,0.595,0.670
13.000,2.000,24.000,1.000,21.515,1.000,100.000,2.000,0.542,0.589
13.000,2.000,25.000,1.000,22.209,0.000,100.000,2.000,0.558,0.514
13.000,2.000,26.000,2.000,22.928,1.000,110.000,2.000,0.540,0.436
13.000,2.000,27.000,2.000,23.677,0.000,110.000,2.000,0.676,0.446
13.000,2.000,28.000,1.000,24.335,1.000,120.000,2.000,0.676,0.492
13.000,2.000,29.000,1.000,25.181,0.000,120.000,2.000,0.682,0.325
13.000,2.000,30.000,2.000,25.928,1.000,130.000,2.000,0.583,0.335
13.000,2.000,31.000,2.000,27.748,1.000,140.000,2.000,0.514,0.262
13.000,2.000,32.000,2.000,29.884,1.000,150.000,2.000,0.601,0.413
13.000,2.000,33.000,2.000,30.824,0.000,150.000,2.000,0.495,0.376
13.000,2.000,34.000,1.000,31.544,1.000,160.000,2.000,0.529,0.412
13.000,2.000,35.000,1.000,32.549,1.000,170.000,2.000,0.647,0.549
13.000,2.000,36.000,1.000,33.387,0.000,170.000,2.000,0.600,0.613
13.000,2.000,37.000,1.000,34.518,1.000,180.000,2.000,0.690,0.602
13.000,2.000,38.000,1.000,35.548,1.000,190.000,2.000,0.668,0.660
13.000,2.000,39.000,1.000,38.019,1.000,200.000,2.000,0.686,0.557
13.000,2.000,40.000,1.000,39.440,0.000,200.000,2.000,0.581,0.617
13.000,2.000,41.000,2.000,40.536,1.000,210.000,2.000,0.592,0.701
13.000,2.000,42.000,2.000,41.380,1.000,220.000,2.000,0.586,0.677
13.000,2.000,43.000,2.000,42.234,1.000,230.000,2.000,0.577,0.709
