id,block,trial,response,time_response,reward,points,num_choices,key_a,key_s,key_d,key_f
4.000,2.000,1.000,3.000,1.105,1.000,10.000,4.000,0.684,0.578,0.720,0.687
4.000,2.000,2.000,3.000,1.953,0.000,10.000,4.000,0.711,0.580,0.587,0.571
4.000,2.000,3.000,3.000,2.841,0.000,10.000,4.000,0.730,0.581,0.688,0.579
4.000,2.000,4.000,1.000,3.633,1.000,20.000,4.000,0.720,0.571,0.641,0.719
4.000,2.000,5.000,1.000,4.457,0.000,20.000,4.000,0.556,0.645,0.677,0.698
4.000,2.000,6.000,2.000,5.328,1.000,30.000,4.000,0.543,0.543,0.741,0.685
4.000,2.000,7.000,2.000,6.160,1.000,40.000,4.000,0.615,0.540,0.659,0.714
4.000,2.000,8.000,2.000,7.072,1.000,50.000,4.000,0.566,0.451,0.640,0.662
4.000,2.000,9.000,2.000,7.960,0.000,50.000,4.000,0.464,0.397,0.734,0.612
4.000,2.000,10.000,4.000,8.776,1.000,60.000,4.000,0.435,0.428,0.717,0.695
4.000,2.000,11.000,4.000,9.632,1.000,70.000,4.000,0.514,0.309,0.669,0.625
4.000,2.000,12.000,4.000,10.512,0.000,70.000,4.000,0.603,0.332,0.565,0.510
4.000,2.000,13.000,3.000,11.208,1.000,80.000,4.000,0.644,0.276,0.503,0.579
4.000,2.000,14.000,3.000,11.984,1.000,90.000,4.000,0.491,0.264,0.488,0.620
4.000,2.000,15.000,2.000,12.840,1.000,100.000,4.000,0.592,0.342,0.439,0.559
4.000,2.000,16.000,1.000,13.720,0.000,100.000,4.000,0.566,0.332,0.352,0.631
4.000,2.000,17.000,2.000,14.440,0.000,100.000,4.000,0.637,0.431,0.492,0.662
4.000,2.000,18.000,2.000,15.256,1.000,110.000,4.000,0.715,0.292,0.526,0.651
4.000,2.000,19.000,3.000,15.920,1.000,120.000,4.000,0.630,0.350,0.627,0.622
4.000,2.000,20.000,3.000,16.792,1.000,130.000,4.000,0.615,0.445,0.681,0.525
4.000,2.000,21.000,4.000,17.656,0.000,130.000,4.000,0.748,0.383,0.736,0.557
4.000,2.000,22.000,3.000,18.344,1.000,140.000,4.000,0.720,0.467,0.728,0.691
4.000,2.000,23.000,3.000,19.168,1.000,150.000,4.000,0.651,0.445,0.673,0.720
4.000,2.000,24.000,3.000,20.080,1.000,160.000,4.000,0.718,0.554,0.699,0.735
4.000,2.000,25.000,3.000,20.864,0.000,160.000,4.000,0.738,0.490,0.586,0.618
4.000,2.000,26.000,2.000,21.688,0.000,160.000,4.000,0.628,0.532,0.571,0.611
4.000,2.000,27.000,1.000,22.408,1.000,170.000,4.000,0.717,0.500,0.711,0.672
